# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1456,0.0645,869.486,0.437,30.510
2.0,0.03,0.0686,0.1442,0.0657,886.637,0.445,30.230
4.0,0.06,0.1332,0.1427,0.0670,903.043,0.454,29.919
6.0,0.09,0.1939,0.1411,0.0682,919.448,0.462,29.567
8.0,0.12,0.2508,0.1392,0.0693,935.108,0.470,29.167
10.0,0.16,0.3041,0.1370,0.0704,949.276,0.477,28.722
12.1,0.19,0.3539,0.1346,0.0713,961.207,0.483,28.220
14.1,0.22,0.4004,0.1320,0.0721,971.647,0.488,27.659
16.1,0.25,0.4438,0.1290,0.0726,979.104,0.492,27.032
18.1,0.28,0.4843,0.1257,0.0729,983.578,0.495,26.342
20.1,0.31,0.5221,0.1220,0.0730,984.324,0.495,25.577
22.1,0.34,0.5573,0.1180,0.0728,981.341,0.493,24.737
24.1,0.37,0.5900,0.1137,0.0722,973.884,0.489,23.825
26.1,0.41,0.6205,0.1089,0.0713,961.207,0.483,22.833
28.1,0.44,0.6487,0.1039,0.0700,944.056,0.475,21.770
30.1,0.47,0.6747,0.0984,0.0684,921.685,0.463,20.631
32.2,0.50,0.6984,0.0927,0.0663,894.094,0.450,19.421
34.2,0.53,0.7196,0.0865,0.0639,861.283,0.433,18.140
36.2,0.56,0.7383,0.0801,0.0610,822.507,0.414,16.792
38.2,0.59,0.7541,0.0734,0.0578,779.256,0.391,15.382
40.2,0.62,0.7665,0.0664,0.0541,730.040,0.367,13.927
42.2,0.66,0.7749,0.0593,0.0502,677.095,0.340,12.433
44.2,0.69,0.7783,0.0520,0.0459,619.677,0.311,10.907
46.2,0.72,0.7749,0.0446,0.0414,558.529,0.281,9.359
48.2,0.75,0.7623,0.0372,0.0366,492.908,0.248,7.793
50.3,0.78,0.7359,0.0297,0.0315,424.303,0.213,6.214
52.3,0.81,0.6873,0.0221,0.0262,352.716,0.177,4.639
54.3,0.84,0.5984,0.0146,0.0206,278.146,0.140,3.069
56.3,0.87,0.4235,0.0072,0.0150,202.085,0.101,1.521
58.3,0.91,-0.0007,0.0000,0.0092,123.786,0.062,0.000
