# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1466,0.0650,1184.171,0.539,37.552
2.2,0.03,0.0684,0.1454,0.0663,1208.034,0.549,37.227
4.4,0.06,0.1330,0.1439,0.0676,1231.150,0.560,36.858
6.7,0.09,0.1936,0.1423,0.0689,1253.521,0.570,36.440
8.9,0.12,0.2505,0.1405,0.0700,1275.147,0.580,35.968
11.1,0.16,0.3037,0.1384,0.0711,1295.281,0.589,35.435
13.3,0.19,0.3535,0.1360,0.0721,1312.432,0.597,34.834
15.5,0.22,0.4000,0.1334,0.0729,1327.346,0.604,34.158
17.8,0.25,0.4434,0.1305,0.0735,1337.786,0.609,33.402
20.0,0.28,0.4840,0.1272,0.0738,1344.497,0.611,32.561
22.2,0.31,0.5218,0.1235,0.0739,1345.988,0.612,31.631
24.4,0.34,0.5571,0.1195,0.0737,1342.260,0.610,30.608
26.6,0.37,0.5900,0.1152,0.0731,1331.820,0.606,29.492
28.9,0.41,0.6207,0.1104,0.0722,1315.415,0.598,28.277
31.1,0.44,0.6491,0.1053,0.0709,1291.552,0.587,26.970
33.3,0.47,0.6754,0.0999,0.0692,1260.978,0.573,25.568
35.5,0.50,0.6994,0.0940,0.0672,1222.948,0.556,24.078
37.7,0.53,0.7211,0.0879,0.0647,1177.460,0.536,22.499
40.0,0.56,0.7403,0.0813,0.0618,1124.515,0.511,20.831
42.2,0.59,0.7567,0.0745,0.0584,1064.114,0.484,19.087
44.4,0.62,0.7698,0.0675,0.0548,997.001,0.453,17.286
46.6,0.66,0.7791,0.0603,0.0507,923.922,0.420,15.435
48.9,0.69,0.7835,0.0529,0.0464,844.132,0.384,13.545
51.1,0.72,0.7815,0.0454,0.0417,759.868,0.345,11.623
53.3,0.75,0.7704,0.0378,0.0368,669.638,0.304,9.679
55.5,0.78,0.7459,0.0302,0.0316,574.935,0.261,7.722
57.7,0.81,0.6995,0.0225,0.0261,475.757,0.216,5.765
60.0,0.84,0.6130,0.0149,0.0205,372.850,0.170,3.812
62.2,0.87,0.4384,0.0074,0.0147,267.706,0.122,1.886
64.4,0.91,-0.0020,0.0000,0.0088,160.325,0.073,-0.004
