# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1434,0.0639,344.513,0.235,16.316
1.5,0.03,0.0682,0.1419,0.0651,351.225,0.239,16.151
3.0,0.06,0.1325,0.1403,0.0662,357.190,0.244,15.974
4.4,0.09,0.1929,0.1386,0.0674,363.156,0.248,15.769
5.9,0.12,0.2496,0.1366,0.0684,369.121,0.252,15.547
7.4,0.16,0.3026,0.1344,0.0694,374.341,0.255,15.293
8.9,0.19,0.3522,0.1319,0.0702,378.816,0.259,15.013
10.4,0.22,0.3984,0.1292,0.0709,382.544,0.261,14.701
11.9,0.25,0.4416,0.1261,0.0714,385.527,0.263,14.354
13.3,0.28,0.4818,0.1228,0.0717,387.018,0.264,13.976
14.8,0.31,0.5192,0.1191,0.0717,387.018,0.264,13.558
16.3,0.34,0.5540,0.1151,0.0715,385.527,0.263,13.104
17.8,0.38,0.5864,0.1108,0.0709,382.544,0.261,12.611
19.3,0.41,0.6163,0.1061,0.0700,377.324,0.257,12.077
20.7,0.44,0.6439,0.1011,0.0687,370.613,0.253,11.508
22.2,0.47,0.6691,0.0958,0.0671,362.410,0.247,10.898
23.7,0.50,0.6918,0.0901,0.0651,351.225,0.240,10.253
25.2,0.53,0.7120,0.0841,0.0628,338.548,0.231,9.573
26.7,0.56,0.7294,0.0778,0.0600,323.634,0.221,8.852
28.2,0.59,0.7436,0.0712,0.0569,307.228,0.209,8.105
29.6,0.63,0.7541,0.0645,0.0534,288.586,0.197,7.335
31.1,0.66,0.7603,0.0575,0.0497,267.706,0.183,6.543
32.6,0.69,0.7609,0.0504,0.0456,246.081,0.168,5.738
34.1,0.72,0.7542,0.0433,0.0412,222.219,0.152,4.924
35.6,0.75,0.7374,0.0360,0.0366,197.610,0.135,4.097
37.1,0.78,0.7061,0.0287,0.0318,171.511,0.117,3.265
38.5,0.81,0.6516,0.0214,0.0267,143.920,0.098,2.438
40.0,0.84,0.5569,0.0142,0.0214,115.583,0.079,1.610
41.5,0.88,0.3811,0.0070,0.0160,86.501,0.059,0.796
43.0,0.91,-0.0034,0.0000,0.0105,56.673,0.039,-0.004
